House_Type,Family_Members,Number_of_Rooms,Daily_Appliance_Usage_Count,AC_Usage_Hours,Fan_Usage_Hours,Refrigerator_Usage_Hours,Washing_Machine_Usage_Hours,Water_Motor_Usage_Hours,Lighting_Hours,Outdoor_Temperature_C,Day_of_Week,Season,Is_Holiday,Daily_Electricity_Consumption_kWh,House_Type_Encoded,Day_of_Week_Encoded,Season_Encoded,Family_Members_Scaled,Number_of_Rooms_Scaled,Daily_Appliance_Usage_Count_Scaled,AC_Usage_Hours_Scaled,Fan_Usage_Hours_Scaled,Refrigerator_Usage_Hours_Scaled,Washing_Machine_Usage_Hours_Scaled,Water_Motor_Usage_Hours_Scaled,Lighting_Hours_Scaled,Outdoor_Temperature_C_Scaled
Apartment,5,4,11,1.81,1.98,24,1.18,1.15,5.5,20.3,Friday,Spring/Autumn,0,9.32,0,0,0,0.47182038166686574,-0.10983632648654133,0.7147830975711826,-0.5860783581717606,-1.234998725213077,0.0,0.9673939829476116,-0.49878685724530036,-0.4858564764700439,-0.4741292779232766
Apartment,2,2,4,0.0,4.4,24,1.0,0.46,5.08,12.3,Sunday,Winter,1,4.82,0,3,2,-1.0290764278769977,-1.18342448011439,-1.5771570672976551,-1.1224787038760815,-0.5868319685408482,0.0,0.6983732427939013,-1.7979674454009251,-0.7578524122361097,-1.176603063489291
Apartment,6,3,4,0.86,0.3,24,0.92,0.5,4.15,15.9,Friday,Winter,1,7.96,0,0,2,0.9721193181814869,-0.6466304033004656,-1.5771570672976551,-0.8676144512209898,-1.6849657298450376,0.0,0.5788084693922524,-1.7226526286962511,-1.360129127146684,-0.8604898599845846
Independent House,6,3,10,5.04,12.04,24,0.0,0.56,6.12,38.9,Friday,Summer,0,14.59,1,0,1,0.9721193181814869,-0.6466304033004656,0.3873630740184915,0.37114435819561864,1.4594465525235432,0.0,-0.7961864247267118,-1.60968040363924,-0.08433866652966089,1.159122273517707
Apartment,6,3,13,0.0,1.48,24,0.0,1.66,3.22,6.4,Tuesday,Winter,0,6.04,0,5,2,0.9721193181814869,-0.6466304033004656,1.3696231446765648,-1.1224787038760815,-1.3689174765916365,0.0,-0.7961864247267118,0.46147705573929193,-1.9624058420572585,-1.6946774803442266
Independent House,6,4,7,0.0,2.52,24,0.0,1.53,2.81,12.2,Friday,Winter,0,6.1,1,0,2,0.9721193181814869,-0.10983632648654133,-0.5948969966395818,-1.1224787038760815,-1.0903664737242327,0.0,-0.7961864247267118,0.21670390144910193,-2.2279256841146085,-1.1853839858088664
Villa,4,7,14,11.76,5.71,24,0.0,1.38,7.32,36.4,Monday,Summer,0,25.75,2,1,1,-0.028478554847755435,1.5005459039552316,1.697043168229256,2.3626417742912182,-0.23596483992902195,0.0,-0.7961864247267118,-0.06572666119342545,0.6927925785162417,0.9395992155283275
Independent House,4,3,6,5.85,10.01,24,1.94,1.7,4.7,37.4,Thursday,Summer,0,13.64,1,4,1,-0.028478554847755435,-0.6466304033004656,-0.9223170201922729,0.611190921742856,0.9157364219265911,0.0,2.1032593302632776,0.5367918724439659,-1.003943973167312,1.0274084387240792
Apartment,1,4,10,1.43,0.74,24,0.57,1.25,8.4,16.1,Monday,Winter,0,7.03,0,1,2,-1.529375364391619,-0.10983632648654133,0.3873630740184915,-0.6986927953914522,-1.567117228631905,0.0,0.05571258576003765,-0.31049981548361544,1.392210699057554,-0.8429280153454342
Apartment,4,3,5,1.54,0.75,24,0.0,2.01,8.36,12.9,Monday,Winter,0,8.63,0,1,2,-0.028478554847755435,-0.6466304033004656,-1.249737043744964,-0.6660938793541731,-1.5644388536043339,0.0,-0.7961864247267118,1.1204817019051883,1.36630632422269,-1.12391752957184
Villa,5,5,5,6.71,8.24,24,1.17,2.31,7.87,38.8,Saturday,Summer,1,20.99,2,2,1,0.47182038166686574,0.426957750327383,-1.249737043744964,0.8660551743979478,0.44166404204649,0.0,0.9524483862724055,1.685342827190243,1.0489777324956135,1.1503413511981317
Villa,5,9,12,5.45,10.05,24,0.0,2.15,9.86,38.4,Friday,Summer,0,18.3,2,0,1,0.47182038166686574,2.5741340575830804,1.0422031211238738,0.49264940888002284,0.9264499220368762,0.0,-0.7961864247267118,1.3840835603715471,2.337720380530068,1.115217661919831
Independent House,5,3,13,8.37,9.77,24,0.0,1.58,6.37,29.6,Wednesday,Summer,0,21.91,1,6,1,0.47182038166686574,-0.6466304033004656,1.3696231446765648,1.3580024527787058,0.8514554212648825,0.0,-0.7961864247267118,0.3108474223299444,0.07756367618823547,0.34249649779721536
Apartment,2,3,14,2.32,0.0,24,0.0,0.69,6.72,16.6,Saturday,Winter,1,8.83,0,2,2,-1.0290764278769977,-0.6466304033004656,1.697043168229256,-0.4349379292716481,-1.7653169806721734,0.0,-0.7961864247267118,-1.3649072493490502,0.30422695599329014,-0.7990234037475582
Apartment,4,3,11,0.0,7.22,24,0.0,1.97,7.09,25.3,Saturday,Spring/Autumn,1,7.16,0,2,0,-0.028478554847755435,-0.6466304033004656,0.7147830975711826,-1.1224787038760815,0.16846978923422817,0.0,-0.7961864247267118,1.0451668852005147,0.5438424232157768,-0.035083161944517514
Villa,6,9,9,8.17,11.53,24,1.08,2.16,9.7,39.3,Sunday,Summer,1,26.57,2,3,1,0.9721193181814869,2.5741340575830804,0.05994305046580039,1.2987316963472892,1.3228494261174124,0.0,0.8179380161955505,1.4029122645477161,2.2341028811906143,1.1942459627960076
Villa,5,7,7,5.3,9.73,24,0.98,2.24,8.31,40.4,Monday,Summer,0,17.22,2,1,1,0.47182038166686574,1.5005459039552316,-0.5948969966395818,0.4481963415564602,0.8407419211545979,0.0,0.6684820494434891,1.553541897957064,1.3339258556791114,1.2908361083113347
Villa,6,6,11,0.0,0.46,24,0.75,1.01,8.16,6.8,Saturday,Winter,1,7.32,2,2,2,0.9721193181814869,0.9637518271413074,0.7147830975711826,-1.1224787038760815,-1.6421117294038985,0.0,0.3247333259137481,-0.7623887157116588,1.2367844500483733,-1.6595537910659262
Villa,1,9,12,3.68,8.34,24,0.88,1.57,6.47,25.7,Thursday,Summer,0,32.35,2,4,1,-1.529375364391619,2.5741340575830804,1.0422031211238738,-0.031896785538014685,0.46844779232220185,0.0,0.5190260826914278,0.2920187181537759,0.14232461327539378,4.0527333783088164e-05
Villa,6,7,11,7.56,10.12,24,0.0,2.08,5.62,46.2,Friday,Summer,0,21.32,2,0,1,0.9721193181814869,1.5005459039552316,0.7147830975711826,1.1179558892314685,0.9451985472298742,0.0,-0.7961864247267118,1.2522826311383681,-0.4081433519654536,1.8001296028466955
Villa,4,5,7,7.4,10.87,24,0.96,1.7,3.83,27.6,Tuesday,Summer,0,18.6,2,5,1,-0.028478554847755435,0.426957750327383,-0.5948969966395818,1.0705392840863355,1.1460766742977135,0.0,0.6385908560930768,0.5367918724439659,-1.5673641258255915,0.1668780514057117
Apartment,6,4,4,4.44,5.08,24,0.0,1.06,6.82,23.3,Saturday,Spring/Autumn,1,12.74,0,2,0,0.9721193181814869,-0.10983632648654133,-1.5771570672976551,0.19333208890136871,-0.4047024666660071,0.0,-0.7961864247267118,-0.6682451948308163,0.368987893080449,-0.21070160833602114
Apartment,3,2,12,0.06,4.17,24,0.8,1.3,5.27,11.3,Tuesday,Winter,0,6.01,0,5,2,-0.5287774913623766,-1.18342448011439,1.0422031211238738,-1.1046974769466564,-0.6484345941749857,0.0,0.3994613092897788,-0.21635629460277297,-0.6348066317705088,-1.264412286685043
Independent House,1,3,5,9.68,10.18,24,0.0,1.23,6.94,43.0,Tuesday,Summer,0,20.34,1,5,1,-1.529375364391619,-0.6466304033004656,-1.249737043744964,1.746225907404485,0.9612687973953015,0.0,-0.7961864247267118,-0.34815722383595243,0.44670101758503933,1.5191400886202895
Apartment,3,2,10,0.0,4.13,24,0.0,0.93,6.21,11.1,Tuesday,Winter,0,4.64,0,5,2,-0.5287774913623766,-1.18342448011439,0.3873630740184915,-1.1224787038760815,-0.6591480942852705,0.0,-0.7961864247267118,-0.9130183491210065,-0.02605382315121829,-1.2819741313241935
Apartment,6,3,7,3.77,10.51,24,1.05,0.85,7.68,42.0,Monday,Summer,0,12.97,0,1,1,0.9721193181814869,-0.6466304033004656,-0.5948969966395818,-0.005224945143877224,1.049655173305151,0.0,0.773101226169932,-1.0636479825303544,0.9259319520300121,1.4313308654245378
Apartment,7,2,8,10.69,7.53,24,0.0,0.64,6.02,44.7,Thursday,Summer,0,26.4,0,4,1,1.4724182546961082,-1.18342448011439,-0.2674769730868907,2.0455432273831393,0.2514994150889353,0.0,-0.7961864247267118,-1.4590507702298925,-0.14909960361681976,1.6684157680530678
Independent House,6,6,14,1.35,6.79,24,1.82,1.39,6.05,22.0,Wednesday,Spring/Autumn,0,32.35,1,6,0,0.9721193181814869,0.9637518271413074,1.697043168229256,-0.7224010979640189,0.05329966304866694,0.0,1.9239121701608042,-0.04689795701725696,-0.12967132249067204,-0.32485359849049855
Independent House,6,6,10,0.0,2.9,24,0.0,0.74,8.44,16.5,Tuesday,Winter,0,6.49,1,5,2,0.9721193181814869,0.9637518271413074,0.3873630740184915,-1.1224787038760815,-0.9885882226765274,0.0,-0.7961864247267118,-1.2707637284682076,1.4181150738924169,-0.8078043260671335
Independent House,4,3,11,10.95,12.43,24,0.64,1.26,5.41,41.4,Saturday,Summer,1,23.21,1,2,1,-0.028478554847755435,-0.6466304033004656,0.7147830975711826,2.122595210743981,1.56390317859882,0.0,0.16033176248648065,-0.29167111130744694,-0.5441413198484865,1.3786453315070866
Villa,1,7,9,8.91,5.07,24,0.0,2.15,6.84,25.7,Monday,Summer,0,20.05,2,1,1,-1.529375364391619,1.5005459039552316,0.05994305046580039,1.518033495143531,-0.40738084169357824,0.0,-0.7961864247267118,1.3840835603715471,0.3819400804978804,4.0527333783088164e-05
Independent House,2,5,9,3.56,5.38,24,1.83,0.92,7.01,24.6,Sunday,Spring/Autumn,1,12.78,1,3,0,-1.0290764278769977,0.426957750327383,0.05994305046580039,-0.06745923939686471,-0.3243512158388714,0.0,1.9388577668360103,-0.931847053297175,0.4920336735460499,-0.09654961818154371
Apartment,1,3,4,0.0,1.66,24,0.0,0.76,7.01,13.7,Friday,Winter,0,4.39,0,0,2,-1.529375364391619,-0.6466304033004656,-1.5771570672976551,-1.1224787038760815,-1.3207067260953553,0.0,-0.7961864247267118,-1.2331063201158707,0.4920336735460499,-1.0536701510152386
Apartment,5,4,11,0.53,7.09,24,0.0,1.0,7.51,26.1,Sunday,Spring/Autumn,1,8.02,0,3,0,0.47182038166686574,-0.10983632648654133,0.7147830975711826,-0.9654111993328273,0.1336509138758027,0.0,-0.7961864247267118,-0.7812174198878273,0.8158383589818426,0.035164216612084
Apartment,5,3,10,10.67,10.69,24,3.0,0.96,6.88,40.6,Saturday,Summer,1,26.74,0,2,1,0.47182038166686574,-0.6466304033004656,0.3873630740184915,2.0396161517399976,1.0978659238014323,0.0,3.687492577835128,-0.8565322365925012,0.4078444553327439,1.3083979529504852
Apartment,2,2,9,2.22,4.46,24,0.97,0.24,6.26,13.7,Thursday,Winter,0,7.79,0,4,2,-1.0290764278769977,-1.18342448011439,0.05994305046580039,-0.46457330748735637,-0.5707617183754211,0.0,0.653536452768283,-2.2121989372766313,0.006326645392360861,-1.0536701510152386
Independent House,6,4,12,0.0,0.67,24,0.81,2.18,6.26,6.9,Friday,Winter,0,7.13,1,0,2,0.9721193181814869,-0.10983632648654133,1.0422031211238738,-1.1224787038760815,-1.5858658538249035,0.0,0.414406905964985,1.440569672900053,0.006326645392360861,-1.6507728687463508
Apartment,2,2,7,9.39,10.19,24,0.78,0.45,6.79,40.1,Wednesday,Summer,0,18.85,0,6,1,-1.0290764278769977,-1.18342448011439,-0.5948969966395818,1.6602833105789312,0.9639471724228725,0.0,0.3695701159393665,-1.8167961495770935,0.3495596119543013,1.2644933413526094
Apartment,3,3,6,8.77,9.28,24,1.08,0.28,5.7,39.7,Sunday,Summer,1,21.08,0,3,1,-0.5287774913623766,-0.6466304033004656,-0.9223170201922729,1.4765439656415391,0.7202150449138939,0.0,0.8179380161955505,-2.1368841205719575,-0.3563346022957267,1.2293696520743087
Independent House,6,4,11,0.76,1.8,24,0.76,1.81,6.08,13.2,Thursday,Winter,0,8.08,1,4,2,0.9721193181814869,-0.10983632648654133,0.7147830975711826,-0.8972498294366981,-1.2832094757093586,0.0,0.3396789225889542,0.7439076183818193,-0.11024304136452433,-1.0975747626131145
Independent House,7,6,6,0.77,7.11,24,0.0,1.35,5.72,25.8,Monday,Spring/Autumn,0,7.59,1,1,0,1.4724182546961082,0.9637518271413074,-0.9223170201922729,-0.8942862916151273,0.1390076639309452,0.0,-0.7961864247267118,-0.1222127737219305,-0.3433824148782953,0.008821449653358394
Villa,7,9,11,1.66,3.01,24,1.02,1.75,6.26,7.1,Saturday,Winter,1,14.03,2,2,2,1.4724182546961082,2.5741340575830804,0.7147830975711826,-0.6305314254953232,-0.9591260973732443,0.0,0.7282644361443137,0.6309353933248083,0.006326645392360861,-1.6332110241072009
Apartment,4,2,8,1.31,7.88,24,0.56,0.72,4.09,22.8,Friday,Spring/Autumn,0,7.23,0,0,0,-0.028478554847755435,-1.18342448011439,-0.2674769730868907,-0.7342552492503023,0.345242541053927,0.0,0.04076698908483167,-1.3084211368205447,-1.3989856893989794,-0.25460621993389704
Villa,1,8,7,0.73,7.66,24,1.11,1.37,8.96,22.2,Wednesday,Spring/Autumn,0,8.03,2,6,0,-1.529375364391619,2.037339980769156,-0.5948969966395818,-0.9061404429014106,0.2863182904473608,0.0,0.862774806221169,-0.08455536536959352,1.7548719467456422,-0.30729175385134827
Apartment,5,2,4,10.55,15.28,24,0.54,1.5,5.67,38.3,Sunday,Summer,1,27.39,0,3,1,0.47182038166686574,-1.18342448011439,-1.5771570672976551,2.004053697881148,2.3272400614566098,0.0,0.010875795734419385,0.16021778892059646,-0.3757628834218744,1.1064367396002557
Independent House,5,4,10,7.1,11.55,24,0.68,1.87,5.51,35.1,Wednesday,Summer,0,19.85,1,6,1,0.47182038166686574,-0.10983632648654133,0.3873630740184915,0.9816331494392102,1.3282061761725552,0.0,0.22011414918730524,0.8568798434388303,-0.47938038276132816,0.8254472253738503
Independent House,5,4,12,0.0,1.74,24,0.0,0.97,7.59,9.0,Sunday,Winter,1,6.95,1,3,2,0.47182038166686574,-0.10983632648654133,1.0422031211238738,-1.1224787038760815,-1.2992797258747857,0.0,-0.7961864247267118,-0.8377035324163328,0.8676471086515695,-1.4663735000352722
Villa,2,5,12,7.12,12.95,24,0.0,1.32,8.65,30.8,Sunday,Summer,1,18.29,2,3,1,-1.0290764278769977,0.426957750327383,1.0422031211238738,0.987560225082352,1.703178680032522,0.0,-0.7961864247267118,-0.17869888625043598,1.5541130417754503,0.44786756563211744
Villa,3,9,5,1.36,0.09,24,0.0,1.9,8.43,13.8,Sunday,Winter,1,10.09,2,3,2,-0.5287774913623766,2.5741340575830804,-1.249737043744964,-0.7194375601424481,-1.7412116054240327,0.0,-0.7961864247267118,0.9133659559673353,1.411638980183701,-1.0448892286956635
Independent House,4,6,12,10.18,9.08,24,0.0,0.84,5.94,39.6,Tuesday,Summer,0,20.37,1,5,1,-0.028478554847755435,0.9637518271413074,1.0422031211238738,1.8944027984830267,0.6666475443624702,0.0,-0.7961864247267118,-1.082476686706523,-0.20090835328654608,1.2205887297547335
Apartment,6,3,9,0.28,0.46,24,1.17,1.45,6.67,4.1,Monday,Winter,0,7.4,0,1,2,0.9721193181814869,-0.6466304033004656,0.05994305046580039,-1.0394996448720981,-1.6421117294038985,0.0,0.9524483862724055,0.066074268039754,0.27184648744971096,-1.8966386936944561
Apartment,5,4,10,0.81,8.39,24,0.0,0.84,5.86,25.5,Wednesday,Spring/Autumn,0,7.17,0,6,0,0.47182038166686574,-0.10983632648654133,0.3873630740184915,-0.8824321403288439,0.481839667460058,0.0,-0.7961864247267118,-1.082476686706523,-0.2527171029562729,-0.017521317305367212
Villa,5,7,14,5.75,12.07,24,0.97,1.44,8.58,42.6,Wednesday,Summer,0,18.86,2,6,1,0.47182038166686574,1.5005459039552316,1.697043168229256,0.5815555435271478,1.4674816776062571,0.0,0.653536452768283,0.047245563863585506,1.508780385814439,1.484016399341989
Apartment,1,2,12,1.59,10.37,24,1.48,0.67,4.91,37.6,Wednesday,Summer,0,7.06,0,6,1,-1.529375364391619,-1.18342448011439,1.0422031211238738,-0.6512761902463188,1.012157922919154,0.0,1.4157618832037957,-1.4025646577013868,-0.8679460052842792,1.04497028336323
Independent House,6,6,7,0.36,2.47,24,0.0,1.69,6.82,8.5,Tuesday,Winter,1,8.24,1,5,2,0.9721193181814869,0.9637518271413074,-0.5948969966395818,-1.0157913422995315,-1.1037583488620883,0.0,-0.7961864247267118,0.5179631682677974,0.368987893080449,-1.510278111633148
Apartment,5,2,4,6.95,8.75,24,0.0,1.57,8.59,33.8,Wednesday,Summer,0,16.72,0,6,1,0.47182038166686574,-1.18342448011439,-1.5771570672976551,0.9371800821156479,0.5782611684526209,0.0,-0.7961864247267118,0.2920187181537759,1.515256479523155,0.7112952352193725
Independent House,7,5,9,1.28,2.3,24,1.11,0.39,6.84,13.5,Tuesday,Winter,0,9.21,1,5,2,1.4724182546961082,0.426957750327383,0.05994305046580039,-0.7431458627150148,-1.149290724330799,0.0,0.862774806221169,-1.9297683746341041,0.3819400804978804,-1.071231995654389
Villa,5,5,8,2.48,6.0,24,0.0,1.53,8.07,20.7,Sunday,Spring/Autumn,1,11.53,2,3,0,0.47182038166686574,0.426957750327383,-0.2674769730868907,-0.38752132412651474,-0.15829196412945734,0.0,-0.7961864247267118,0.21670390144910193,1.1784996066699307,-0.43900558864497596
Apartment,1,4,7,2.28,6.47,24,0.63,1.39,6.26,14.3,Friday,Spring/Autumn,0,9.16,0,0,0,-1.529375364391619,-0.10983632648654133,-0.5948969966395818,-0.44679208055793146,-0.03240833783361132,0.0,0.14538616581127453,-0.04689795701725696,0.006326645392360861,-1.0009846170977874
Apartment,4,3,5,6.42,11.23,24,0.0,0.77,5.21,42.4,Saturday,Summer,1,17.41,0,2,1,-0.028478554847755435,-0.6466304033004656,-1.249737043744964,0.7801125775723936,1.2424981752902768,0.0,-0.7961864247267118,-1.2142776159397022,-0.6736631940228037,1.4664545547028383
Apartment,6,2,5,1.47,6.91,24,0.0,0.82,5.49,26.6,Monday,Spring/Autumn,0,7.97,0,1,0,0.9721193181814869,-1.18342448011439,-1.249737043744964,-0.6868386441051688,0.08544016337952129,0.0,-0.7961864247267118,-1.1201340950588599,-0.4923325701787596,0.0790688282099599
Apartment,6,3,12,2.55,4.52,24,0.65,1.73,9.03,20.8,Friday,Spring/Autumn,0,11.04,0,0,0,0.9721193181814869,-0.6466304033004656,1.0422031211238738,-0.36677655937551895,-0.554691468209994,0.0,0.1752773591616868,0.5932779849724713,1.800204602706652,-0.4302246663254007
Villa,7,7,4,2.21,3.73,24,0.67,2.31,6.51,25.3,Thursday,Spring/Autumn,0,11.95,2,4,0,1.4724182546961082,1.5005459039552316,-1.5771570672976551,-0.46753684530892725,-0.7662830953881182,0.0,0.2051685525120991,1.685342827190243,0.16822898811025722,-0.035083161944517514
Villa,3,6,12,7.31,7.21,24,1.08,2.24,8.9,36.8,Saturday,Summer,1,22.98,2,2,1,-0.5287774913623766,0.9637518271413074,1.0422031211238738,1.0438674436921977,0.16579141420665705,0.0,0.8179380161955505,1.553541897957064,1.7160153844933466,0.974722904806628
Apartment,6,3,10,8.45,11.56,24,0.0,1.43,3.92,41.0,Saturday,Summer,1,21.58,0,2,1,0.9721193181814869,-0.6466304033004656,0.3873630740184915,1.3817107553512724,1.3308845512001264,0.0,-0.7961864247267118,0.02841685968741701,-1.5090792824471488,1.343521642228786
Independent House,6,3,5,6.79,10.17,24,2.16,1.04,7.13,35.6,Monday,Summer,0,17.81,1,1,1,0.9721193181814869,-0.6466304033004656,-1.249737043744964,0.8897634769705145,0.9585904223677303,0.0,2.4320624571178127,-0.7059026031831533,0.5697467980506402,0.8693518369717262
Independent House,6,4,9,1.73,5.37,24,1.18,1.61,3.41,20.2,Sunday,Spring/Autumn,1,10.73,1,3,0,0.9721193181814869,-0.10983632648654133,0.05994305046580039,-0.6097866607443273,-0.3270295908664425,0.0,0.9673939829476116,0.3673335348584499,-1.8393600615916572,-0.48291020024285186
Independent House,6,5,10,6.95,12.41,24,0.0,1.59,10.3,35.1,Tuesday,Summer,0,18.82,1,5,1,0.9721193181814869,0.426957750327383,0.3873630740184915,0.9371800821156479,1.5585464285436776,0.0,-0.7961864247267118,0.3296761265061129,2.6226685037135664,0.8254472253738503
Apartment,2,2,6,5.73,5.32,24,0.81,1.99,6.32,24.3,Wednesday,Spring/Autumn,1,16.06,0,6,0,-1.0290764278769977,-1.18342448011439,-0.9223170201922729,0.5756284678840062,-0.3404214660042984,0.0,0.414406905964985,1.0828242935528518,0.045183207644656304,-0.12289238514026933
Apartment,6,4,14,2.18,5.75,24,0.64,1.45,7.3,25.0,Tuesday,Spring/Autumn,0,32.35,0,5,0,0.9721193181814869,-0.10983632648654133,1.697043168229256,-0.4764274587736397,-0.22525133981873718,0.0,0.16033176248648065,0.066074268039754,0.6798403910988097,-0.06142592890324312
Villa,1,8,6,2.56,5.75,24,2.14,2.03,7.67,22.6,Thursday,Spring/Autumn,0,10.88,2,4,0,-1.529375364391619,2.037339980769156,-0.9223170201922729,-0.36381302155394807,-0.22525133981873718,0.0,2.4021712637674004,1.1581391102575254,0.9194558583212964,-0.2721680645730473
Apartment,6,3,10,0.66,2.45,24,0.0,0.91,6.34,9.6,Saturday,Winter,1,7.39,0,2,2,0.9721193181814869,-0.6466304033004656,0.3873630740184915,-0.9268852076524063,-1.109115098917231,0.0,-0.7961864247267118,-0.9506757574733435,0.05813539506208774,-1.4136879661178212
Apartment,1,4,11,9.43,10.09,24,2.17,1.68,5.23,39.7,Sunday,Summer,1,22.18,0,3,1,-1.529375364391619,-0.10983632648654133,0.7147830975711826,1.6721374618652143,0.9371634221471608,0.0,2.447008053793019,0.49913446409162887,-0.6607110066053716,1.2293696520743087
Villa,6,9,5,8.01,8.13,24,1.09,2.01,9.49,33.0,Monday,Summer,0,23.25,2,1,1,0.9721193181814869,2.5741340575830804,-1.249737043744964,1.251315091202156,0.41220191674320705,0.0,0.8328836128707566,1.1204817019051883,2.0981049133075818,0.6410478566627714
Villa,6,7,9,3.52,3.02,24,0.68,2.21,8.77,26.3,Wednesday,Spring/Autumn,0,16.34,2,6,0,0.9721193181814869,1.5005459039552316,0.05994305046580039,-0.07931339068314806,-0.956447722345673,0.0,0.22011414918730524,1.4970557854285582,1.63182616628004,0.0527260612512343
Independent House,7,4,7,3.06,4.48,24,0.71,1.54,7.08,16.1,Monday,Spring/Autumn,0,11.06,1,1,0,1.4724182546961082,-0.10983632648654133,-0.5948969966395818,-0.2156361304754064,-0.5654049683202786,0.0,0.2649509392129235,0.23553260562527042,0.5373663295070611,-0.8429280153454342
Independent House,7,4,6,5.97,5.95,24,0.0,1.3,6.82,30.6,Friday,Summer,0,17.31,1,0,1,1.4724182546961082,-0.10983632648654133,-0.9223170201922729,0.6467533756017061,-0.17168383926731326,0.0,-0.7961864247267118,-0.21635629460277297,0.368987893080449,0.43030572099296716
Independent House,1,3,8,9.29,7.46,24,0.71,1.36,4.72,37.9,Sunday,Summer,1,17.96,1,3,1,-1.529375364391619,-0.6466304033004656,-0.2674769730868907,1.6306479323632224,0.2327507898959369,0.0,0.2649509392129235,-0.10338406954576201,-0.9909917857498807,1.0713130503219552
Apartment,4,2,5,6.73,6.39,24,0.0,1.02,5.36,40.7,Friday,Summer,0,16.69,0,0,1,-0.028478554847755435,-1.18342448011439,-1.249737043744964,0.8719822500410895,-0.053835338054180885,0.0,-0.7961864247267118,-0.7435600115354903,-0.5765217883920657,1.3171788752700606
Independent House,7,4,10,0.29,3.36,24,0.0,1.21,5.99,9.9,Saturday,Winter,1,7.55,1,2,2,1.4724182546961082,-0.10983632648654133,0.3873630740184915,-1.0365361070505272,-0.8653829714082525,0.0,-0.7961864247267118,-0.3858146321882894,-0.16852788474296693,-1.3873451991590955
Apartment,7,2,12,1.11,4.92,24,0.0,1.7,5.51,24.4,Saturday,Spring/Autumn,1,9.22,0,2,0,1.4724182546961082,-1.18342448011439,1.0422031211238738,-0.7935260056817189,-0.44755646710714625,0.0,-0.7961864247267118,0.5367918724439659,-0.47938038276132816,-0.11411146282069433
Villa,5,7,8,3.16,6.0,24,0.78,0.93,5.25,18.7,Tuesday,Spring/Autumn,0,11.17,2,5,0,0.47182038166686574,1.5005459039552316,-0.2674769730868907,-0.18600075225969803,-0.15829196412945734,0.0,0.3695701159393665,-0.9130183491210065,-0.6477588191879402,-0.6146240350364796
Apartment,5,4,11,0.0,0.15,24,0.93,0.9,4.44,25.7,Monday,Winter,0,6.03,0,1,2,0.47182038166686574,-0.10983632648654133,0.7147830975711826,-1.1224787038760815,-1.7251413552586055,0.0,0.5937540660674585,-0.969504461649512,-1.1723224095939242,4.0527333783088164e-05
Independent House,2,6,10,1.27,9.22,24,0.99,1.78,9.78,24.6,Friday,Spring/Autumn,0,9.22,1,0,0,-1.0290764278769977,0.9637518271413074,0.3873630740184915,-0.7461094005365856,0.7041447947484671,0.0,0.6834276461186952,0.6874215058533139,2.2859116308603413,-0.09654961818154371
Apartment,7,4,8,3.53,9.07,24,0.0,2.0,5.42,33.3,Monday,Summer,0,14.67,0,1,1,1.4724182546961082,-0.10983632648654133,-0.2674769730868907,-0.07634985286157729,0.6639691693348991,0.0,-0.7961864247267118,1.1016529977290201,-0.5376652261397707,0.6673906236214967
Independent House,2,4,12,0.0,3.43,24,0.0,0.53,5.42,9.4,Tuesday,Winter,0,4.87,1,5,2,-1.0290764278769977,-0.10983632648654133,1.0422031211238738,-1.1224787038760815,-0.846634346215254,0.0,-0.7961864247267118,-1.6661665161677457,-0.5376652261397707,-1.4312498107569713
Villa,2,5,5,1.15,1.53,24,0.0,1.88,6.44,15.8,Thursday,Winter,0,7.31,2,4,2,-1.0290764278769977,0.426957750327383,-1.249737043744964,-0.7816718543954356,-1.3555256014537806,0.0,-0.7961864247267118,0.8757085476149983,0.12289633214924663,-0.8692707823041598
Apartment,2,2,8,6.45,10.97,24,0.0,1.53,4.99,42.5,Thursday,Summer,0,16.32,0,4,1,-1.0290764278769977,-1.18342448011439,-0.2674769730868907,0.7890031910371061,1.172860424573426,0.0,-0.7961864247267118,0.21670390144910193,-0.8161372556145523,1.4752354770224136
Villa,1,9,4,2.18,6.47,24,0.0,1.43,8.48,21.2,Monday,Spring/Autumn,0,9.52,2,1,0,-1.529375364391619,2.5741340575830804,-1.5771570672976551,-0.4764274587736397,-0.03240833783361132,0.0,-0.7961864247267118,0.02841685968741701,1.4440194487272808,-0.39510097704710007
Independent House,1,6,14,0.74,4.75,24,0.0,1.22,8.95,25.7,Friday,Spring/Autumn,0,6.74,1,0,0,-1.529375364391619,0.9637518271413074,1.697043168229256,-0.9031769050798398,-0.4930888425758565,0.0,-0.7961864247267118,-0.3669859280121209,1.7483958530369252,4.0527333783088164e-05
Apartment,5,2,14,2.58,5.72,24,1.03,0.75,4.91,26.5,Sunday,Spring/Autumn,1,11.73,0,3,0,0.47182038166686574,-1.18342448011439,1.697043168229256,-0.35788594591080636,-0.23328646490145083,0.0,0.7432100328195198,-1.2519350242920393,-0.8679460052842792,0.0702879058903846
Villa,4,7,7,9.11,11.71,24,1.04,1.99,5.32,31.3,Tuesday,Summer,0,22.42,2,5,1,-0.028478554847755435,1.5005459039552316,-0.5948969966395818,1.5773042515749476,1.3710601766136943,0.0,0.7581556294947259,1.0828242935528518,-0.6024261632269291,0.4917721772299934
